review,sentiment
"Ayvalık tostunun ekmeği büyük, malzemesi bol-doyurucu ve lezzetliyd. Burdaki bazı yorumlara istinaden söylüyorum: kaşarları erimişti.",1
Yediğim en lezzetli tostları yapıyorlar kesinlikle bölgedeki en iyisi.,1
"Tost o kadar ozensizdi ki bir daha asla soylemeyecegim. Tostu cok az basmislar tost makinasina kasarlar erimemis, sucuklar ciğ. Cok ozensiz ve lezzetsizdi.",0
20-30 dakikada geleceği iddia edilen siparişim 1 saat 27 dakikada geldi ve bunun için özür dahi dilenmedi. İçeceğim hariç her şey soğuktu ve sosis pişmemişti. Kabul edilebilir hiçbir yanı yok. Lütfen işinize ve kendinize biraz saygı gösterin.,0
En fazla 30 dk da gelmesi gereken ürün 42 dk da geldi. Dolayısıyla soğumuş ve lezzetsizdi.,0
Çok memnun kaldım teşekkür ederim.,1
Dürümün içindeki eten kemik cıktı ufak ufak.,0
1 saat 30 dakikada geldi kuruelik hicbir sikinti yok 1 adama 10 siparis veriyolar belliki restorantin pintiligi tamamen.,0
Lezzetli ve doyurucuydu herkeze tavsiye ederim.,1
Lezzetliydi. Double adana dürüm söyledim ve gayet doydum.,1
Kötü.,0
Başarılı.,1
75 dk sonra misafirlerimi doyurmanın verdiği kırgınlık...,0
Lahmacunlar aşırı yagliydi direk dondu.,0
Sipariş hızlı geldi ancak lahmacunlar üst üste konulmuş bir şekilde çorba gibi geldi ve hamuru tam pişmemişti beğenmedim.,0
Kötü.,0
Gayet güzel bir pideydi.,1
Lahmacun söyledim. Hızlı ve sıcak geldi lezzeti de güzeldi ancak salatanın porsiyonu azdı ve soğan da yoktu. O yüzden puanını düşük veriyorum.,1
Her sey gayet guzeldi elinize saglik.,1
İçine koyduğunuz yeşillik çöpe atılması gerekirken hamburgerin içine koyulmuş patates ve hamburger buz gibiydi son 2-3 siparişimden hiç memnun değilim birdaha burdan söylemicem.,0
Patatesler buz gibi köfteler küçük ekmekler kocaman son sipraşimizdi...,0
Elinize sağlık gayet güzeldi.,1
Sipariş tam olarak 70 dakika içerisinde geldi 30. Dakikada teslim edildi yazıyordu geldiğinde eski sevgilimintr iplerinden daha soğuk bir yemekle karşılaştım tam anlamıyla rezalet.,0
Buz gibi geldi saolun taş gibi yedik.,0
Hiç et yoktu desem yeridir.,0
"Urfa kebap istemiştim, adana yollamışlar...",0
Fazla hızlı iyi lezzet.,1
Soğuk geldi ayrıca lavasi hamur gibiydi bildiğin çiğ hamur tadı geliyordu.,0
Guzle.,1
Bu kadar kötü kebap yemedim. Bn hayatımda.,0
Guzel.,1
Kesinlik le ve asla buz gibi geldi. Servis rezalet..,0
İyi.,1
Yazik valla yazık 2 kuruş kazanicam diye porsiyondan kısıyorlar 30 indirim yapmışlar ama indirim yapmadan önceki fiyatları daha ucuzdu misal yarım tavuk döner önceden 6 tl idi buda 4 ay önceydi şimdi sözde 10 tlden 7 tlye düşmüş yersen insanları kandırmaya devam edin.,0
Hızlı ve güzeldi.,1
Soğuk ve geç geldi. Bırakın zorlamayın.,0
Hoteli bulamamis kurier.,0
"Sipariş süresi 1 saati aştı. Servis güzel, paketleme güzel ama burger eti ve sucuk oldukça kötülerdi. Bu fiyata bu kalite şaşırtıcı derecede olumsuz.",0
Ellerinize saglyk. 10. 10. 10.,1
Burger yanmıştı şekersiz kola istediğim halde normal kola geldi kısaca kötünün iyisi tavsiye etmiyorum.,0
Harika. Teşekürler.,1
Midem bulandı yedikten sonra çok rahatsız etti.,0
"Her şeyi yerim, kolay kolay bir şey olmaz ama buradaki hamburgerden sonra tüm gece boyunca altüst oldum.",0
Burger içindeki kofteyi ve füme eti dişim kesmedi not dişlerim sağlıklı..,0
"Yemek 1 saat 20 dakikada geldi. Patatesler kayış gibi, hamburger buz gibiydi. Hamburger ekmeğinin içinde sadece köfte vardı, bomboştu. Tatlı siparişi için çatal bile koymamışlardı. Hız için verdiğim düşük puan, yemeği getiren emekçi kardeşime değil, restoranın lakayıtlığına.",0
Çok lezzetliydi ve fazla fazla göndermişler. Teşekkürler.,1
Bu karda kışta atasehirden umraniyeye geldi allah razı olsun.,1
"Uzun zamandır yediğim en güzel çiğköfteydi, teşekkürler.",1
"Fiyatları diğer yerlere göre o kadar makul fiyatlar ki genelde burdan sipariş ediyoruz. Porsiyonları yeterli, yanında yolladıklari turşu yoğurt ve salatası gerçekten harika insanın gözü doyuyor. Devamlı güvenerek sipariş vereceğim üsküdar da nadir yerlerden teşekkürler.",1
Köftenin içinde kemik çıktı nasıl yapabildiniz bunu anlamadım verilen sipariş 50 dk gelir mi.,0
Sipariş eksik geldi parası ödendi borcumuz olsun dediler.,0
Çok begendik.,1
Çok kötü.,0
Berbat.,0
Köyü.,0
Porsiyon çok azdı. Bir şiş bile tavuk yoktu. İyi pişirilsin diye not düşmemize rağmen az pişmiş gelmişti. Doyuracak bir menü değil. Hiç tavsiye etmem.,0
Yemekler çok lezzetliydi yanında meze felan da geliyor tavsiye ederim herkese.,1
Kaza geçirmiş olan kuryeye geçmiş olsun.,1
İlk defa denedik ama maalesef istediğimiz lezzeti bulamadık. Seveni illaki vardır lakin dün aldığımıztr iliçe eşimi ve beni rahatsız etti. Kullanılan yağdan mı kaynaklı bilmiyorum ama sevmedik. Profiterolde de aynı sıkıntı oldu ve hamuru taze değildi. Belirtilen saatte geldi. Zaman sıkıntısı yaşamadı.,0
Taze ve hızlı servis için teşekkürler. Fiyatlar biraz daha uygun olabilir.,1
Gayet güzel ve özenliydi.,1
Bugune kadar yedigim en kotu firin sutlac 1. Si ustundeki yanik yerleri fazla diye seviniodum ama aciliktan yenmiyor tum firmalar yapiyor ama yanik aci olusturmuyor 2. Si sutle muhtemelen suyu karistirmislar hic sut tadi babina bisey gelmiyordu cok kotu tadi vardi 3. Su 3km yola 1 saatte geldi.,0
Kötü ötesi kötü.,0
Çorba ezogelin gelmişti!,1
Yazan her şeyin yarısını bile getirmediler. Geri iade koyun şu uygulamaya. Közlenmiş bir malzeme yoktu ayrıca azıcık bulgur pilavı ve coban salatası koymuşlardı. Ayrıca karısık kebab isteyince yanına ekstra malzeme gelir. Rezillik ya para verip alıyoruz karşılığında doymamak için mi.,0
Adana dürüm istemiştim hem doyurucu hemde lezzetliydi servisten puan kırdım çünkü peçete vb hiçbir şey yoktu teşekkürler.,1
Keşke pişirseydiniz.,0
40 tl lik siparişe 3 parça köftemi atılır ayıp!,0
Güzel.,1
Porsiyon azdı tavuk yanık ve çok azdı daha kötüsünü yememiştim.,0
"Gerçekten ofis olarak ac kaldık, sağolsunlar telafi için getirdikleri yemek yapışmış mantiydi.",0
"Yemekler lezzetli idi, kibar insanlar, umarım aynı nezaketi devam ettirebilirler.",1
Kötü.,0
Maalesef hepsi çok lezzetsiz. Islak hamburger kuru idi. Ben ne yedim az önce dedim. Tercih etmeyin derim.,0
Islak hamburger çok güzeldi teşekürler favorim e ekledim sizi.,1
Islak şahane.,1
Her şeyinize tam puan veriyorum hizmetinizden çok memnun kaldım iyi çalışmalar diliyorum hepinize kuryeniz de bu soğuklarda yorduğumuz için affetsin bizi çok kibar bir beyefendiydi.,1
Teşekkürler.,1
Islak çok iyi.,1
Tavuk burger güzel paketlenmiş çekilde geldi bide ıslak hamburger leri çok iyi yapıyorlar saol...,1
Çok beyendiğim bi yer kumru ve ayvalık tostu çok güzel.,1
"Meyveli dondurmaların tatları buzla karışıktı, diğerlerinin aroması çok güzeldi, favorimiz ise parçacık çikolatalı dondurma oldu. Hız ise bir dondurma siparisine göre oldukça yavaştı, tam 56 dakikada siparişimiz ulaştı.",1
Dondurma anlamsız dı içinde buz parçaları vardı tadı çok tuhaf tı sarma sanki eskiydi bayat gibi ayrıca insan sütlaç sarma dondurma gönderiri hiç mi plastik çatal kaşık koymaz adres belli otelde kalıyorum bşr daha asla istemem.,0
Ellerinize sağlık.,1
Cok tatlidi dondurma aromalari hic yok gibiydi begenmedim.,0
Siparişin gelmesi 1 saat 50 dakika sürdü. Dondurmanın tadı ise gerçekten kötü. Asla fiyatını haketmiyor.,0
Daha kaliteli tatlılar almanız sizin yararınıza olur.,0
Soman pek iyi ayıklanmamıştı. Ama lezzetliyidi...,1
Tam olarak 59 dakikada gelen sipariş soğuktu. Balık sever ve sık sipariş veririm porsiyonlar aşırı küçüktü ve ayıklanmamıştı. Hayal kırıklığı oldu.,0
Harika helal olsun.,1
"Balık lezzetli, garnıtur olarak roka sogan limon mısır ekmegı beyaz ekmek vardı, ambalajı cok ıyıydı, ıslak mendılıne kadar gondermısler. 20dk da sıcak sıcak geldı. Kesınlıkle tavsıye ederım.",1
Balıklar soğuk ve dağalmış geldi memnun kalmadık.,0
Gayet kezzetliydi teşekkürler.,1
İlk ve son siparişim oldu. Tam 1. 5 saat gecikti. Minekop fena değildi ama hayatımdaki en kötü somonu yedim. Düzgün bir salata servisi de yok ve 2 porsiyon balık için 4 dilim ekmek yollanmıştı sadece.,0
Uzun zamandır su katılmış çorba içmemiştim. Dürüm güzel. Elinize sağlık.,0
Ne yazık ki cok gec geldi ve buz gibiydi.,0
Sıcak hızlı lezzetli.,1
Kurumuş et yemek isteyen burdan siparis versinnnnn.,0
"Kurye güler yüzlü, hızlı sayılır, ama lezzetli değil haberiniz ola.",0
Bozuk et satıyor basıyor baharatı tuzu.,0
Cok iyiler.,1
Ustanın ellerine sağlık kurye uğur beyde çok kibardı.,1
Çok lezzetliydi ellerinize sağlık. Hız içinde teşekkürler.,1
Birdaha kesinlikle sipariş vermem. 4 kişi 150 tllik sipariş verdik hepsi baştan sağma yapılmış. 1. 30 saate geldi zaten.,0
Ellerinize sağlık gayet güzeldi bu havada erkenden siparişi getirmeniz benim için çok iyiydi ama siz bir dahakine daha dikkatli olun lütfen hiç birşey sizin caninizdam önemli değil bol kazançlar.,1
Hariiika tek kelime.,1
Hiç bir lezzet ve tad yoktu patatesler pişmemişti lavaş ekmekler yufka gibiydi ağır yağ kokusu ve tavukların sosları kötüydü cidden paramız boşuna gitmiş oldu yiyemedik verilen puanlar gayet iyiydi ona bakarak sipariş verdik ama pişman olduk.,0
"Kurye arkadaşa hoşgeldin dedim cevap vermedi, teşekkür ettim cevap vermedi, kolay gelsin dedim yine cevap vermedi... Zorla mı çalışıyor anlamadım, ayrıca pizzada berbattı, evde tavada yapsam daha iyi bir iş çıkartırdım, açlıktan ölsem bir daha sipariş vermem rezalet.",0
Çok güzeldi.,1
"Hamuru gercekten cok kotuydu. Ananas orani cok kotuydu,.",0
Yediğim en kötü pizzaydı :(.,0
Çok hızlı lezzetli güzel paketleme tam bir fiyat performans mekanı.,1
Yes this is my best pizza.,1
"Neredeyse yarısını çöpe attım, gerçekten aç olmasam ilk dilimi dahi bitiremezdim.",0
Hersey cok güzel.,1
Sipariş geç geldi. Buz gibiydi ve lezzetsizdi.,0
Gayet iyi...,1
Ketçap mayonez yoktu lütfen dikkat.,1
Sigara böreğinin hamuru o kadar kalındı ki ısırarak koparırken dişlerimiz acıdı. Menemen de aşırı tuzluydu. Yorumlara bakıp büyük beklentiyle sipariş verdik fakat hayal kırıklığına uğrattı.,0
Burger söylüyoruz yanında ne ketçap-mayonez ne de peçete gönderiyorsunuz.,0
Mantı başarılı.,1
Notlarımda bol sos istediğimi belirtmeme rağmen yine hüsran.,0
Güzeldi.,1
Tşk.,1
Beğenmedim ben soğuktu.,0
"İyi değil abi kokoreçiniz. Son derece kötü kokuyor. Eyvallah ince kıyım istemedik ama keşke bütün bütün de atmasaydınız ekmeğin içine. Olduğu gibi çöpe gitti. Ayrıca nemlenmiş bi peçeteden başka bişey yok içinde. Gözünüzü sevdiğim ben de restoran işletim, hizmet böyle olmaz.",0
Her zamanki gibi.,1
Yediğim en kötü kokoreçti ve patsoda çok kötüydü.,0
Rezalaet.,0
Her şey için teşekkürler ellerinize sağlık herkese tavsiye ederim.,1
Yine harikasınız her zaman ki gibi. Emeğinize sağlık.,1
"Lezzetliydi, hızlı ve sıcak geldi, getiren arkadaşa sosyal mesafeyi koruduğu için ayrıca teşekkür ederim.",1
Ilk defa siparis verdim yorumlara bakarak. Yaptiginiz ikramlar porsiyonlar ok fakat adanamiz maalesef ici pismemis olarak geldi. Dikkat ederseniz sevinirim.,0
"Hızınıza ve lezzetinize hayranım, gerçekten bu fiyatlara bu kalite resmen harika.",1
16:45 te sipariş verdim 18:20 de sipariş geldi teşekkür ederim.,0
Bol sos secmeme ragmen sos neredeyse yok denecek kadar az konulmus bu nedenle cok kuruydu. Sosu standart sekilde koymaya devam edecekseniz siparis alirken secenek sunmamanizi oneririm.,0
"Soğuk geldi, çok geç getirdiler.",0
Saucy kendini çok bozdu bu ara bayat lavaş soğuk döner felan bidaha böyle olursa kimse sizden birşey söylemez bence.,0
"İlk defa almıyorum ancak bu sondu. Siparişim 1. 5 saatte geldi. Tavuk dürümler sanki 2 gün öncesinden kalmış gibi aşırı soğuk, yayvan ve lezzetsizdi. Tavuklar kötü kokuyordu ve lavaş bayattı. Patates diye de 3-4 dilim, sossuz ve 2 günlük patates göndermişsiniz. Eyvallah süper hizmet veriyorsunuz.",0
Hizina ve lezzetine bayiliyorum buranin hem sicak hem lezzetli kokorec. Ama midye icleri cok kuru sadece biraz lezzetsiz.,1
Hayatimda yedigim en kotu kokorecti.,0
Hem çok lezzetliydi hem de siz çok ince ve çok güzelsinizelinize sağlık bol bereketli hayırlı işleriniz olsunikram diye ufak minik şeyler gelir normalde siz resmen bi porsiyon cig köfte yollamissinizallah razı olsun yedik yedik bitiremedik desem yeridir. Güzel müşterileriniz olsun.,1
Tadı hızı on numara süpersiniz ustam.,1
Bi saatte geldi ve lavaş eksikti.,0
Fena değil.,1
Buz gibi geldi.,0
Gayet memnun kaldım.,1
Genel olarak begendik. İnanilmaz hizli geldi tesekkurler.,1
Çok lezzetsiz bir pilav ve çok lezzetsiz bir tavuk sosu.,0
Harikaydı çok hızlı geldi çok lezzetliydi ellerinize sağlık kesinlikle tavsiye ediyorum.,1
Bu paraya bu lezzet değmez.,0
Porsiyonlari ufak etini az koyuyolar.,0
Etten koku geliyordu yıyemedim.,0
Tadı çok iyiydi ve gayet hızlı geldi çok beğendikk arkadaşlarlaa tekrardan teşekkürlerr.,1
Paketciniz füzemi be kardesim gayet nazık kibardı yemeklerde süper elinize saglık.,1
Bu son siparişimizdi. Kesinlikle birdaha asla buz gibi geldi donerden çok yeşillik soğan vardı. Gerçekten yiyemedik.,0
Başarılı.,1
"Ürünlere 1 saatten geç geldi ve soğuk geldi, servis personeli maske takmıyordu, siparişte olmaması gerekenler işaretlenmesine rağmen içine konulmuştu, ürün teslim edilmeden sistemde teslim edilmiş gibi bilgi girilmişti. Bu işletmeden ilk ve son siparişimdir.",0
Hiç lezzetli değildi dönersen fazla yeşillik havuç falan vardı döner mi yedim dürüm arası salata mı belli değil.,0
Harikaa.,1
İlk defa denedim muhteşem ellerinize sağlık.,1
"Kuryeye ayrı size ayrı teşekkür ederim. Hız, servis, lezzet hepsi 10 numara.",1
Hazır olan bir ürüne göre geç geldi. Lezzet ve servis iyiydi.,1
Kaliteli bol bol koymuşlardı elinize sağlık.,1
"Gayet güzel, hızlı, yeşillik taze, teşekkürler,.",1
İyi degildi.,0
Çiğ köftenin tadında bir değişklik vardı hiç hoşum gitmedi.,0
Yeşillikler tazeydi. Köfte nefis. Teşekkürler.,1
Açıkçası lezzetini beğenmedim bidaha almayı düşünmüyorum tavsiye etmem de.,0
Çok geç geldi karlı havadan dolayı ama olsun lezzetli ve servis iyiydi.,1
"Rezalet 20. 30 da verdiğim sipariş 24. 00 da geldi, çıktı geldi geliyor diye sürekli oyalayıp kandırdılar.",0
"Bir sipariş 10-15 hatta 25 dakika bile geç gelebilir hava şartları malum kimseyi suçlayamayız. Ama sipariş 2 saat 20 dakika geç geliyor ve işletme bunu size bildirmiyorsa burda art niyet ararım ben.. O saatten sonra lezzeti, servisi vs. Hiç önemi kalmaz.. Bu işletme de bunu yapmıştır...",0
Bu restorandan aldığım 2. Patates gerçekten hakkını veriyorlar çok lezzetliydi kurye arkadaşa teşekkür ederim jet gibi geldi teşekkürler buffalo wang :).,1
"Kanatlar çok önceden pişirilmiş ve kurumuştu, daha önce yediğimdeki lezzeti alamadım hatta yiyemedim hepsini :(.",0
"İ found 4 long hairs in my chicken, ı throw it in the garbage.",0
Herşey gayet iyi ve güzel ama tavukların üzerine sürdüğünüz sosta sanli birşeyler bir tık fazla mı anlayamadım.,1
Biz turkish bbq ve parmesanlı ürünlerini denedik. Muazzamdı. Ellerinize sağlık. Tek sitemim biz iki menü söylemişken kanatların yanında gönderdiğiniz o mükemmel sosunuzdan da iki adet göndermeniz olurdu zira biz bütün sosu 3 kanatta bitirdik :).,1
"Maalesef eski dobbys ten cok uzak... Tazeliğini kaybetmiş ekmek, aşırı kızarmıs patatesler, lezzetsiz et...",0
Fiyat/performans olarak felaket. Bu paraya olunca güzel bir şey bekledim ama kadıköydeki zincir olmayan burgerciler arasında bu zaman kadar denediklerimin en kötüsüydü. Hayal kırıklığı.,0
Hamburger ekmeği yanıktı. Dobbys köftede tuzdan başka bir tat gelmiyordu içinde et olmayan bir köfte gibiydi.,0
2 saat sonra geldi nezaketsiz kaba bir kurye ile karşılaştım ve hayatımda bu kadar kötü bir burger yememiştim açıkcası 1 puan bile fazla.,0
"Belirtilen süre gecikti, fotoğraftaki ürün ile alakası yoktu, tadı kötü ve ekmeği yanıktı. Ayrıca ödemeyi ayrı ayrı iki ayrı multinetten almasını istememize rağmen tek karttan çekti. Böyle bir deneyim yaşadığım için çok rahatsızım.",0
"1 saatte sipariş geldi, beklediğimin çok çok altında bir lezzet ve servis vardı.",0
Sosundan içinde ne et var anlaşılmıyor. En son sırf etiyle ekmegi kalmıstı son lokmamda. Etten mıdem bulandı. İlk açıldığı gunden beri yiyorum. Cok kötüleşmiş.,0
"Eski dobbys ile alakası yok. 70 dk de geldi. Patatesler çok kötü. Lezzetide yok. Hamburgerlerin ağzı yüzü kayık geliyor. 1 peçete, ıslak mendil yok.",0
"İlk acildiginda ilk musterilerinizdenim.. Yurekten soyluyorum.. O zamanlardan eser yok, kolay gelsin.",0
Sürekli beğenerek söylüyoruz fakat dün gelen köfte ve patates bir gün öncesinin yemeğiydi çünkü köfte kokmuştu!,0
Elinize sağlık teşekkür ederim :).,1
Yemek siparişlerimi genelde sizden veriyorum ve genel olarak çok memnunum ama bu defa kuzu kavurma siparişi verdim ve hiç memnun kalmadım adeta biber kavurması geldi kuzu etini ara içindeki bulasın biber ve soğandan başka birşey yoktu üzgünüm bu defa olmadı.,0
Sadece ekmek guzeldi.,0
Çok hızlı teslim ettiler. Yemekler yenilemeleyecek kadar yağlıydı.,0
Sipariş ettiğimiz atam special in içinden eksik malzemeler çıktı buna istinaden aradığımda karşımda ki kişi bugün yüzde 35 indirim var dedi onun için eksik dedi kötü bi tavırla yani müşteriyi yanıltmak amaçlı malzemeler dolu gözükmüş. Bu yapılan hiç dürüstçe bir davranış değil. Bir daha asla almam!,0
